env,city,pedigree,gen,replicate,block,planted,harvested,anthesis,grain_yield,plant_height,ear_height
TXH4,Lubbock,PHJ40/PHAJ0,G8,2,1,5/12/2023,45269,60,72.05530607,165,63
TXH4,Lubbock,LH195/MO17,G20,2,1,5/12/2023,45269,66,271.0129638,236,84
TXH4,Lubbock,B73/PHK76,G14,2,1,5/12/2023,45269,63,161.205666,225,84
TXH4,Lubbock,LH195/PHK76,G11,2,1,5/12/2023,45269,63,140.5027881,213,70
TXH4,Lubbock,PHG29/PHG47,G3,2,1,5/12/2023,45269,60,111.9070834,196,73
TXH4,Lubbock,PHRE1/PHTD5,G12,2,1,5/12/2023,45269,60,60.75862542,174,41
TXH4,Lubbock,PHB47/PHK76,G13,2,1,5/12/2023,45269,63,97.98912949,209,72
TXH4,Lubbock,LH244/PHK76,G16,2,1,5/12/2023,45269,63,131.9812226,206,85
TXH4,Lubbock,B73/PHN82,G1,2,1,5/12/2023,45269,65,184.5563251,220,92
TXH4,Lubbock,B73/MO17,G17,2,1,5/12/2023,45269,63,235.0692983,243,94
TXH4,Lubbock,LH244/MO17,G2,2,1,5/12/2023,45269,63,210.5829286,252,102
TXH4,Lubbock,B73/PHZ51,G7,2,1,5/12/2023,45269,63,173.5940974,236,81
TXH4,Lubbock,LH195/PHN82,G4,2,1,5/12/2023,45269,66,165.481006,215,70
TXH4,Lubbock,PHB47/PHN82,G9,2,1,5/12/2023,45269,63,159.5631497,205,64
TXH4,Lubbock,LH195/PHZ51,G10,2,1,5/12/2023,45269,64,180.4361292,238,84
TXH4,Lubbock,PHJ89/PH207,G5,2,1,5/12/2023,45269,63,100.2985248,170,44
TXH4,Lubbock,PHB47/PHZ51,G18,2,1,5/12/2023,45269,64,184.5969972,223,87
WIH3,Hancock,B73/PHZ51,G7,1,1,4/26/2023,11/14/2023,,237.4322858,258.3333333,140
WIH3,Hancock,LH195/PHK76,G11,1,1,4/26/2023,11/14/2023,80,199.0460024,218.3333333,98.33333333
WIH3,Hancock,B73/PHN82,G1,1,1,4/26/2023,11/14/2023,82,285.3173556,241.6666667,118.3333333
WIH3,Hancock,PHB47/PHZ51,G18,1,1,4/26/2023,11/14/2023,80,250.7601545,261.6666667,126.6666667
WIH3,Hancock,PHRE1/PHTD5,G12,1,1,4/26/2023,11/14/2023,73,201.5579746,230,110
WIH3,Hancock,PHB47/PHN82,G9,1,1,4/26/2023,11/14/2023,79,,238.3333333,103.3333333
WIH3,Hancock,PHJ89/PH207,G5,1,1,4/26/2023,11/14/2023,73,278.1370438,230,93.33333333
WIH3,Hancock,PHB47/PHK76,G13,1,1,4/26/2023,11/14/2023,79,210.0178385,243.3333333,108.3333333
WIH3,Hancock,LH244/PHK76,G16,1,1,4/26/2023,11/14/2023,78,262.3420331,246.6666667,113.3333333
WIH3,Hancock,LH145/LH82,G19,1,1,4/26/2023,11/14/2023,77,213.0371209,240,95
WIH3,Hancock,PHG29/PHG47,G3,1,1,4/26/2023,11/14/2023,76,246.9098077,233.3333333,113.3333333
WIH3,Hancock,LH195/PHN82,G4,1,1,4/26/2023,11/14/2023,84,237.4166366,216.6666667,98.33333333
WIH3,Hancock,LH244/PHZ51,G6,1,1,4/26/2023,11/14/2023,82,252.3129231,270,125
WIH3,Hancock,PHJ40/PHAJ0,G8,1,1,4/26/2023,11/14/2023,70,120.5941846,216.6666667,96.66666667
WIH3,Hancock,LH244/MO17,G2,1,1,4/26/2023,11/14/2023,84,278.8068294,268.3333333,136.6666667
WIH3,Hancock,LH244/PHN82,G15,1,1,4/26/2023,11/14/2023,82,226.9363694,256.6666667,123.3333333
WIH3,Hancock,LH195/MO17,G20,1,1,4/26/2023,11/14/2023,100,263.5335814,265,135
WIH3,Hancock,B73/PHK76,G14,1,1,4/26/2023,11/14/2023,78,200.7455052,240,120
WIH3,Hancock,LH195/PHZ51,G10,1,1,4/26/2023,11/14/2023,84,231.7690255,265,128.3333333
WIH3,Hancock,B73/MO17,G17,1,1,4/26/2023,11/14/2023,83,266.8316957,261.6666667,138.3333333
WIH3,Hancock,LH195/PHZ51,G10,2,1,4/26/2023,11/14/2023,86,227.4915477,258.3333333,126.6666667
WIH3,Hancock,LH244/MO17,G2,2,1,4/26/2023,11/14/2023,82,247.805402,266.6666667,131.6666667
WIH3,Hancock,B73/PHN82,G1,2,1,4/26/2023,11/14/2023,82,256.5239379,235,120
WIH3,Hancock,PHG29/PHG47,G3,2,1,4/26/2023,11/14/2023,75,242.8433178,225,110
WIH3,Hancock,B73/PHK76,G14,2,1,4/26/2023,11/14/2023,77,262.6809763,231.6666667,113.3333333
WIH3,Hancock,PHJ89/PH207,G5,2,1,4/26/2023,11/14/2023,76,208.4119547,241.6666667,113.3333333
WIH3,Hancock,B73/PHZ51,G7,2,1,4/26/2023,11/14/2023,82,257.3918239,265,145
WIH3,Hancock,LH244/PHN82,G15,2,1,4/26/2023,11/14/2023,82,257.7100549,245,116.6666667
WIH3,Hancock,PHB47/PHZ51,G18,2,1,4/26/2023,11/14/2023,80,239.5767781,256.6666667,133.3333333
WIH3,Hancock,LH145/LH82,G19,2,1,4/26/2023,11/14/2023,77,213.8936843,245,103.3333333
WIH3,Hancock,PHRE1/PHTD5,G12,2,1,4/26/2023,11/14/2023,71,197.1047655,230,110
WIH3,Hancock,LH195/PHN82,G4,2,1,4/26/2023,11/14/2023,84,,221.6666667,110
WIH3,Hancock,LH195/PHK76,G11,2,1,4/26/2023,11/14/2023,81,250.3411243,205,101.6666667
WIH3,Hancock,PHB47/PHN82,G9,2,1,4/26/2023,11/14/2023,79,273.4378661,231.6666667,103.3333333
WIH3,Hancock,LH244/PHZ51,G6,2,1,4/26/2023,11/14/2023,81,217.5540314,265,123.3333333
WIH3,Hancock,PHB47/PHK76,G13,2,1,4/26/2023,11/14/2023,79,194.9842993,248.3333333,110
WIH3,Hancock,PHJ40/PHAJ0,G8,2,1,4/26/2023,11/14/2023,70,165.6126898,226.6666667,105
WIH3,Hancock,LH244/PHK76,G16,2,1,4/26/2023,11/14/2023,78,225.1009027,231.6666667,110
WIH3,Hancock,B73/MO17,G17,2,1,4/26/2023,11/14/2023,84,274.9087065,258.3333333,145
WIH3,Hancock,LH195/MO17,G20,2,1,4/26/2023,11/14/2023,,,263.3333333,131.6666667
